"naics_code","attractiveness_score","icp_fit_score","icp_fit_reasoning","naics_description","market_size_count","market_size_score","ow_revenue_amt","ow_revenue_pct","revenue_concentration_score","ow_revenue_per_building","revenue_per_building_score","ow_building_count","building_count_score","profitability_score","ow_customers","penetration_opp_score","churn_health_score","ticket_health_score"
"6111","93.8","92","Elementary and Secondary Schools (6111) represents OpenWorks' SWEET SPOT with exceptional proven success ($910K revenue, 164 buildings). Multi-location school districts are ideal: they outsource cleaning as non-core, have centralized decision-making, operate utilitarian facilities requiring round-the-clock support, and lack sophisticated internal FM departments. The strong revenue per building ($5,550) and healthy margins (15.2%) demonstrate excellent operational fit, while the massive addressable market (230,965 locations) offers substantial growth runway in a proven vertical.","Elementary and Secondary Schools","230965","100.0","910212.47","13.439682665296543","100.0","5550.076036585366","91.8066770041973","164","100.0","0.379657105","35","99.98484618881649","89.8","55.0"
"6214","89.6","85","Strong proven success with $1.5M revenue across 601 locations demonstrates excellent outsourcing fit. Outpatient care centers are multi-location healthcare facilities with high hygiene standards but less complex than hospitals, making them ideal for standardized commercial cleaning services. The 14.6% profit margin and $2,562/building revenue shows sustainable operations, and the 66,122 total US locations represents significant expansion opportunity beyond current 1% market penetration.","Outpatient Care Centers","66122","96.40696724806492","1539987.02","22.738577573514988","100.0","2562.374409317804","55.84349086367376","601","100.0","0.36567578250000005","47","99.9289192704395","87.88","57.6"
"6213","88.4","85","Strong proven success with $441K revenue across 291 locations demonstrates excellent outsourcing fit. Multi-location medical practices (dental, chiropractic, physical therapy, optometry) align perfectly with OpenWorks' sweet spot: non-core cleaning needs, high hygiene standards, operational facilities without sophisticated FM departments. The massive 2.4M+ location market with proven $1,517/building economics and healthy 14.6% margins makes this a top-tier strategic opportunity.","Offices of Other Health Practitioners","2468303","100.0","441449.07","6.5181873565084","100.0","1517.0071134020618","36.520654337007464","291","100.0","0.3643357275","8","99.9996758906828","84.7","52.5"
"7139","87.2","85","Strong proven success with $287K revenue across 37 locations demonstrates excellent fit. Entertainment/recreation facilities (bowling alleys, skating rinks, family entertainment centers, mini golf) are operational environments that outsource cleaning as non-core, often multi-location operators without sophisticated FM teams. The $7,771/building revenue and 15.2% margin confirm these are solid accounts with standard commercial cleaning needs, and the massive 289K location market offers significant expansion potential in a proven vertical.","Other Amusement and Recreation Industries","289042","100.0","287526.65","4.245455936036327","92.49914367869572","7770.990540540542","100.0","37","83.05510153335834","0.3808536575","15","99.99481044277302","85.325","54.25"
"5121","84.2","85","Strong proven success with $275K revenue across 40 locations demonstrates excellent fit. Production studios, post-production facilities, and entertainment venues align perfectly with OpenWorks' operational facility expertise - these are 24/7 operations requiring round-the-clock facility support where cleaning is clearly a non-core function. The solid revenue per building ($6,872) and healthy 14.9% margin confirm this is a sustainable, profitable segment with significant expansion potential given only 40 of 33,977 nationwide locations currently served.","Motion Picture and Video Industries","33977","90.62387752569714","274882.22","4.05875543226982","90.47645729714918","6872.0554999999995","100.0","40","84.37226595757025","0.3723625","13","99.96173882332165","81.2","35.0"
"6244","83.8","88","Child Day Care Services is a PROVEN SUCCESS market for OpenWorks with $178K revenue across 74 locations, demonstrating strong outsourcing patterns in this industry. Multi-location daycare operators (chains, franchises) are ideal customers - they view cleaning as non-core, require consistent hygiene standards across sites, and lack sophisticated internal FM teams. The combination of proven performance, 150K+ nationwide locations, operational facilities focus, and community-serving mission creates exceptional growth potential, with only minor deductions for typically smaller facility sizes and regional fragmentation limiting the score from elite tier.","Child Day Care Services","150847","100.0","178728.5","2.639003971506184","72.09170830049474","2415.25","54.072543433776026","74","94.84074312306524","0.39586486499999995","23","99.9847527627331","83.7","35.0"
"4821","83.6","85","Rail Transportation is a PROVEN SUCCESS industry for OpenWorks with $717K revenue across 936 locations, demonstrating strong outsourcing patterns for operational facilities like stations, maintenance yards, and terminals. These are utilitarian, multi-location operations where cleaning is non-core, fitting OpenWorks' sweet spot perfectly. The negative margin suggests pricing optimization opportunities, but the substantial existing footprint (26% market penetration) validates this as a strategic target industry with room for profitable growth.","Rail Transportation","3598","71.12357515621466","717847.22","10.599326153997115","100.0","766.9307905982905","18.46320564775405","936","100.0","0.0","1","99.97220678154531","97.4","22.0"
"4561","82.1","82","NAICS 4561 (Travel Arrangement and Reservation Services) shows strong proven success with $152K revenue across 22 locations, demonstrating clear outsourcing behavior. These are typically multi-location operations (travel agencies, tour operators, online travel companies) with professional office environments that outsource cleaning as non-core. The proven revenue performance and healthy margin (15.2%) validates this as a solid fit, though the massive nationwide footprint (391K+ locations) suggests many are small single-location operations, requiring careful targeting of multi-location operators.","Travel Arrangement and Reservation Services","391794","100.0","152318.24","2.2490450056528872","65.76558567060873","6923.556363636363","100.0","22","74.35167648579952","0.379902175","3","99.99923429148991","93.6","56.5"
"4244","79.6","78","Strong proven success with $255K revenue across 11 locations demonstrates clear outsourcing fit in grocery/food wholesale distribution. These are operational warehouse/distribution facilities where cleaning is non-core, with multi-location operators common in the sector. Score reflects proven performance (+10 bonus), operational facility type, and multi-location potential, though not quite at the 80+ tier reserved for education/transportation due to some operators having internal facilities teams.","NAICS 4244 Industry","81196","98.1907143846982","254865.65","3.7632020777352526","87.11661215093382","23169.604545454546","100.0","11","63.0741800257689","0.42178125","4","99.99507364894824","83.8","42.166666666666664"
"4931","78.9","88","Warehousing represents an IDEAL operational facility type for OpenWorks with proven success ($95K revenue, 36 buildings). These large-footprint, 24/7 operational facilities treat cleaning as a non-core support function and typically lack sophisticated internal FM departments. The combination of proven performance, massive market size (118K locations), and perfect alignment with OpenWorks' operational facility expertise makes this a top-tier strategic opportunity.","Warehousing and Storage","118082","100.0","95494.16","1.410012770742478","49.093199263557686","2652.6155555555556","56.9297302357929","36","82.59282546520637","0.39750624999999995","8","99.99322504700123","81.26666666666667","60.0"
"5221","78.6","72","Strong proven success with $129K revenue and 109 buildings demonstrates banks DO outsource cleaning despite being financial services. The $1,187/building revenue and 15.5% margin show profitable operations. Score capped at 72 due to industry pattern of larger banks having internal FM departments and corporate contracts, but proven performance warrants solid rating - likely serving regional/community banks and branch networks rather than major headquarters.","Depository Credit Intermediation (Banks)","511284","100.0","129431.27","1.9111089477452632","59.636023062290434","1187.4428440366974","28.586675216547697","109","100.0","0.3875066375","4","99.99921765594073","90.6","32.0"
"5311","77.0","72","Real estate lessors show proven OpenWorks success ($119K revenue, 39 buildings) indicating outsourcing likelihood, but this is a mixed category requiring careful segmentation. Strong fit for property management companies managing multi-location portfolios (office parks, retail centers, industrial properties) where cleaning is outsourced to tenant-serving lessors. However, many lessors are small landlords or pass cleaning responsibility to tenants, and large REITs often have sophisticated internal facilities teams or national contracts, limiting addressable market despite proven revenue.","Lessors of Real Estate","357530","100.0","119358.7","1.7623830745170197","56.709271385582625","3060.479487179487","61.8392186395637","39","83.94423618022832","0.438670455","38","99.98937152127094","83.1","63.75"
"4841","76.7","85","General Freight Trucking is a PROVEN SUCCESS industry for OpenWorks with $66K revenue across 37 locations, demonstrating strong outsourcing patterns. These operational facilities (terminals, distribution centers, fleet maintenance) have utilitarian cleaning needs where cleaning is clearly non-core, and the multi-location nature (83K+ nationwide locations) provides excellent expansion potential. The $1,785/building revenue and 15% margin confirm sustainable service delivery in this blue-collar operational environment.","General Freight Trucking","83348","98.41792238852783","66049.46","0.9752489796302148","37.99028093521374","1785.1205405405408","42.97525676380549","37","83.05510153335834","0.37402702750000005","7","99.99160147813984","95.1","40.0"
